fecha;Producto;Categoria;nit;nombre;apellido paterno;apellido materno;pago;numero_tarjeta;costo;cantidad;precio
24/11/2021 17:38;Anti Bacto Scrub (Exo);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;visa;4041591872829600;13.5;1;14.79
24/11/2021 21:15;50-50 Jeera Masti Biscuits (Britannia);Beverages;4649382;Sofía;Delgado;Muños;mastercard;5108753011348030;16.95;1;18.19
25/11/2021 03:00;Bounce Biscuits - Elaichi Creme (Sunfeast);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041591815777800;15.31;5;16.99
25/11/2021 03:16;Daily Fresh - Dahi (Britannia);Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;mastercard;5048370124859280;3.39;3;4.59
25/11/2021 04:28;Tomato - Local, Organically Grown (Fresho);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374288770404605;19.41;1;21.29
25/11/2021 05:03;Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041597863208;16.85;1;18.19
25/11/2021 08:00;Cough Drops - Ginger (Vicks);Beauty & Hygiene;4958723;Gabriela;Morales;Paredes;visa;4041591413000;11.6;2;12.79
25/11/2021 08:18;Pineapple Drink (Ala Fresh);Gourmet & World Food;5283745;Luis;Torres;González;mastercard;5048379767929730;7.63;1;8.29
25/11/2021 09:55;Instant Creamy - Mushroom Soup (Keya);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;americanexpress;374283010109247;8.74;1;9.99
25/11/2021 12:49;Potato Chips - Simple Classic Salted (Lays);Foodgrains, Oil & Masala;4792351;Laura;Fernández;López;americanexpress;374288467841788;6.62;2;7.89
25/11/2021 14:24;Ready Masala - Dilli Choley (Kohinoor);Foodgrains, Oil & Masala;5283745;Luis;Torres;González;visa;4041593612609;12.38;5;13.99
25/11/2021 15:06;Coccinia - Organically Grown (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;americanexpress;374283961346764;6.71;2;7.99
25/11/2021 17:24;Active - Detergent Cake Blue (Wheel );Cleaning & Household;4958723;Gabriela;Morales;Paredes;visa;4041594659302;2.25;1;2.99
25/11/2021 17:50;Comb - Derby Deluxe No 05 (Ego of Paris);Beauty & Hygiene;4649382;Sofía;Delgado;Muños;visa;4041595597014;12.12;5;13.69
25/11/2021 22:06;Leeks (Fresho);Fruits & Vegetables;4958723;Gabriela;Morales;Paredes;visa;4041597263188000;18.73;2;20.69
26/11/2021 00:34;Sanitary Napkin - Extra Long, Travel Pack (Niine);Fruits & Vegetables;4958723;Gabriela;Morales;Paredes;visa;4041590038589370;12.05;1;13.59
26/11/2021 05:18;Moonfils - Strawberry (Bauli);Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;visa;4041592325079230;11.65;4;12.89
26/11/2021 07:39;Corn Flakes (Kelloggs);Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;mastercard;5048378929127160;18.35;1;20.19
26/11/2021 09:49;Kitkat 2 Fingers (Nestle );Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;visa;4041592294284;13.24;1;14.69
26/11/2021 11:54;Choco Deck - French Dessert Inspired Layered Bar (Fabelle);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048371707231270;4.66;1;4.99
26/11/2021 12:19;Apple Juice Based Drink (Appy Fizz);Gourmet & World Food;5892340;AndrÃ©s;García;Cruz;visa;4041598074417;9.85;2;11.29
26/11/2021 18:16;Soft Drink - With Real Lemon Juice (7 Up Nimbooz);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;mastercard;5108758626502610;11.44;3;12.49
26/11/2021 19:59;Masala Oats - Peppy Tomato (Saffola);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;visa;4041591117532800;6.76;1;7.99
26/11/2021 23:00;Iodized (Tata Salt);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;americanexpress;374283810265306;6.39;1;7.69
27/11/2021 03:29;Hapima Crispy Fry Mix (Ajinomoto);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;visa;4041591264202440;16.57;3;18.09
27/11/2021 04:37;Chikki, Peanut Bar (Paper Boat);Fruits & Vegetables;5390843;Pedro;Ramírez;Hernández;americanexpress;374288148170003;5.84;5;7.09
27/11/2021 05:47;Chakra Stainless Steel Scrub (Scotch brite);Foodgrains, Oil & Masala;4958723;Gabriela;Morales;Paredes;americanexpress;374283068028471;10.54;2;11.59
27/11/2021 08:00;Juice - Rose Lychee (B Natural);Beverages;5892340;AndrÃ©s;García;Cruz;americanexpress;374283556877702;10.49;2;11.49
27/11/2021 09:49;Masala Oats - Curry & Pepper (Saffola);Snacks & Branded Foods;5038271;Paula;Rojas;Estrada;visa;4041598407829090;3.51;2;4.69
27/11/2021 12:17;Roll - Swiss Single (Dream Bake);Bakery, Cakes & Dairy;4763921;Juan;Pérez;Sosa;visa;4041599810315680;13.35;5;14.79
27/11/2021 14:36;Tapioca - Organically Grown (Fresho);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041595657650070;4.83;4;5.19
27/11/2021 16:43;Amla Plus (Dabur);Beverages;4983721;Ana María;Castillo;Jimenez;mastercard;5108751009621630;16.12;2;17.89
27/11/2021 19:33;Puja Wicks - Pulla Vathulu long Batti (Jaji);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;americanexpress;374283372647990;16.63;1;18.09
27/11/2021 21:02;Organic Sprouts Channa Brown (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;americanexpress;374288618004633;3.42;4;4.59
27/11/2021 22:29;Fresh Turmeric - Organically Grown (Fresho);Fruits & Vegetables;5620938;Diego;Herrera;Romero;americanexpress;374288372455138;3.86;4;4.89
28/11/2021 00:40;Raw Mango (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;visa;4041590352563;3.66;2;4.79
28/11/2021 00:49;Cucumber - Organically Grown (Fresho);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048379389070300;9.33;1;10.79
28/11/2021 05:06;Coconut - (For Kalash with Jatta) (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;americanexpress;374288162145519;6.52;2;7.89
28/11/2021 06:18;Dill Leaves (Fresho);Fruits & Vegetables;4958723;Gabriela;Morales;Paredes;mastercard;5048376130894470;14.28;3;15.19
28/11/2021 09:39;Corn Flakes (Kelloggs);Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;visa;4041597825124;18.35;1;20.19
28/11/2021 14:42;Fritts - Cream & Onion (Crax);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288838817137;13.65;1;14.89
28/11/2021 23:07;Wet Dog Food - Chicken & Vegetable Chunks In Gravy (Purepet);Kitchen, Garden & Pets;5892340;AndrÃ©s;García;Cruz;mastercard;5108750164492310;7.68;2;8.29
29/11/2021 01:38;Masala Balls Snacks (Cheetos);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048370068047380;16.33;2;17.99
29/11/2021 03:14;Fresh Turmeric - Organically Grown (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374283581507811;3.86;1;4.89
29/11/2021 04:15;Cauliflower (Fresho);Beverages;5839204;Fernando;Reyes;Rojas;mastercard;5048375741679200;7.35;2;8.19
29/11/2021 04:44;Capsicum - Diced (Fresho);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048378589470590;13.52;3;14.79
29/11/2021 05:05;Pre Mixed Cubes - Rat Killer (HIT);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;;4913187291568820;13.22;2;14.69
29/11/2021 06:08;Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;mastercard;5108751461583150;1.5;2;1.69
29/11/2021 08:22;Synthetic Food Colour Preparation Kesar Yellow (999);Cleaning & Household;5839204;Fernando;Reyes;Rojas;mastercard;5048372155917550;9.83;4;11.29
29/11/2021 08:50;Lychee Ras, Litchi Juice (Paper Boat);Beverages;4649382;Sofía;Delgado;Muños;americanexpress;374283229895016;8.46;2;9.49
29/11/2021 13:13;Puliogare Masala Powder (Eastern);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;americanexpress;374288309335445;0.33;1;1.29
29/11/2021 16:01;Vitamin Enriched Khakhro - Peri Peri Africana (Befikar);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;mastercard;5048378378429840;5.5;1;6.49
29/11/2021 20:05;Cookies - Choconut (Unibic);Snacks & Branded Foods;5390843;Pedro;Ramírez;Hernández;americanexpress;374283755412848;5.26;2;6.09
30/11/2021 08:13;Apple Juice Based Drink (Appy Fizz);Gourmet & World Food;4983721;Ana María;Castillo;Jimenez;mastercard;5048377130751670;9.85;1;11.29
30/11/2021 09:02;Snake Gourd - Organically Grown (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;americanexpress;374288991950311;18.85;3;20.79
30/11/2021 10:30;Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041593752090;4.37;2;4.99
30/11/2021 12:13;Water Plus (Tata );Beauty & Hygiene;4763921;Juan;Pérez;Sosa;visa;4041593388583870;2.04;2;2.59
30/11/2021 13:00;Bitter Gourd (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;visa;4041596585066920;13.93;1;14.89
30/11/2021 13:49;Butter Milk - Uht, Spicy (Godrej Jersey);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5108756086594110;3.45;1;4.59
30/11/2021 14:00;Moonfils - Strawberry (Bauli);Bakery, Cakes & Dairy;5892340;AndrÃ©s;García;Cruz;visa;4041592525963530;11.65;3;12.89
30/11/2021 16:54;Soft Drink - With Real Lemon Juice (7 Up Nimbooz);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374283611318288;11.44;3;12.49
01/12/2021 02:47;Instant Diet Popcorn - Contains Olive Oil (PIPO);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288780451281;7.92;2;8.39
01/12/2021 07:17;Gongura Leaves/Pulicha (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;visa;4041596466755;2.19;3;2.89
01/12/2021 08:31;Naan Chips - Chatpata Pudina (Wingreens Farms);Snacks & Branded Foods;5283745;Luis;Torres;González;visa;4041592699580220;13.26;4;14.69
01/12/2021 08:52;Pineapple Drink (Ala Fresh);Gourmet & World Food;5839204;Fernando;Reyes;Rojas;americanexpress;374283326853942;7.63;3;8.29
01/12/2021 15:45;Grapes - Bangalore Blue with Seed (Fresho);Cleaning & Household;5038271;Paula;Rojas;Estrada;mastercard;5108755784602340;10.9;3;11.59
01/12/2021 16:37;Skin Lightening Oxygen Bleach - Rich Fairness (Olivia);Beauty & Hygiene;4763921;Juan;Pérez;Sosa;visa;4041594211120;5.75;1;6.89
01/12/2021 19:39;Toothbrush - Junior (Patanjali);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;mastercard;5108757070676900;2.08;1;2.69
01/12/2021 19:53;Cough Drops - Menthol (Vicks);Beauty & Hygiene;4649382;Sofía;Delgado;Muños;americanexpress;374283409151917;16.3;4;17.99
01/12/2021 22:33;Namkeen - Aloo Bhujia (Crax);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5108753019743580;18.52;2;20.39
01/12/2021 22:57;Sugarcane - Diced (Fresho);Fruits & Vegetables;4983721;Ana María;Castillo;Jimenez;americanexpress;374288217683092;4.3;2;4.99
02/12/2021 01:57;Pure Magic Deuce Vanilla Biscuits (Britannia);Beauty & Hygiene;5839204;Fernando;Reyes;Rojas;visa;4041593826973630;14.79;1;16.19
02/12/2021 02:02;Soft  Drink (Thums Up);Beverages;4763921;Juan;Pérez;Sosa;mastercard;5108753163606400;7.44;3;8.29
02/12/2021 03:47;Crayons - Wax Colour, 75X8mm (Classmate);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374288796462025;18.12;2;19.79
02/12/2021 04:08;Instant Cup-A-Soup - Creamy Chicken (Keya);Snacks & Branded Foods;5038271;Paula;Rojas;Estrada;americanexpress;374283817743388;18.17;2;19.89
02/12/2021 04:39;Chat Masala (bb Royal);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;;3556773439248480;4.99;1;5.59
02/12/2021 05:49;Pineapple - Chunks, Single Serve (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;mastercard;5108757015065130;1.98;3;2.49
02/12/2021 08:45;Fusian Hong Kong Spicy Garlic Noodles (MAGGI );Cleaning & Household;4763921;Juan;Pérez;Sosa;americanexpress;374288521868579;11.66;3;12.89
02/12/2021 10:46;Soya Chunks (Nutrela);Foodgrains, Oil & Masala;4792351;Laura;Fernández;López;visa;4041597363761;15.79;2;17.59
02/12/2021 12:39;Coconut - (For Kalash with Jatta) (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;visa;4041591259288;6.52;1;7.89
02/12/2021 12:58;Chewy Candy Stick - Mint Flavour (Mentos);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;americanexpress;374288055681299;1.49;4;1.69
02/12/2021 13:39;Moonfils - Vanilla (Bauli);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;americanexpress;374288555412948;6.97;1;8.09
02/12/2021 16:47;Radish - Organically Grown (Fresho);Fruits & Vegetables;5892340;AndrÃ©s;García;Cruz;mastercard;5048376967677760;2.92;3;4.09
02/12/2021 19:10;Apple Drink (Ala Fresh);Gourmet & World Food;5839204;Fernando;Reyes;Rojas;visa;4041597656492030;14.46;3;15.59
02/12/2021 19:26;Radish - Organically Grown (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;mastercard;5108752575422290;2.92;2;4.09
03/12/2021 01:43;Synthetic Food Colour Preparation Kesar Yellow (999);Cleaning & Household;4763921;Juan;Pérez;Sosa;mastercard;5048377613939700;9.83;2;11.29
03/12/2021 03:52;Soda - The Club (Bisleri );Baby Care;4763921;Juan;Pérez;Sosa;americanexpress;374288869713932;16.11;2;17.89
03/12/2021 04:43;Black Salt/Kala Namak - Whole (bb Royal);Foodgrains, Oil & Masala;4763921;Juan;Pérez;Sosa;mastercard;5048378390689970;0.78;1;1.59
03/12/2021 07:26;Litchi Drink (Ala Fresh);Gourmet & World Food;4983721;Ana María;Castillo;Jimenez;americanexpress;374288374316528;19.25;3;21.19
03/12/2021 08:11;Green Salad (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;americanexpress;374288627720930;4.36;2;4.99
03/12/2021 10:51;Aloo Bhujia (Tasties);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041591514435;6.02;1;7.29
03/12/2021 11:34;Sunrise Coffee (Nescafe );Snacks & Branded Foods;5283745;Luis;Torres;González;americanexpress;374288690988281;14.48;1;15.59
03/12/2021 12:06;Instant Creamy Cup-a-Soup - Spinach (Keya);Foodgrains, Oil & Masala;5283745;Luis;Torres;González;visa;4041599343175;17.82;4;19.29
03/12/2021 12:35;NutriChoice Oats Cookies - Milk Almond (Britannia);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374283399837152;2.27;2;3.09
03/12/2021 13:53;Marigold Flower - Yellow (Fresho);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048377629554680;6.26;3;7.59
03/12/2021 14:31;Dishwash Bar (Pril);Bakery, Cakes & Dairy;4983721;Ana María;Castillo;Jimenez;mastercard;5108751999682580;0.93;1;1.59
03/12/2021 16:02;Instant Cup-A-Soup - Creamy Chicken (Keya);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041590110367;18.17;1;19.89
03/12/2021 17:38;Strong Garlic Instant Noodles (A&M);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048379767520350;9.35;1;10.89
03/12/2021 18:10;Safal Steel Scrubber (Exo);Beauty & Hygiene;4958723;Gabriela;Morales;Paredes;americanexpress;374288579892521;14.96;3;16.49
03/12/2021 23:27;Vitamin Enriched Khakhro - Peri Peri Africana (Befikar);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048377525018020;5.5;4;6.49
04/12/2021 01:25;Mini Puffs - Cheese N Herbs (GoodDiet);Beauty & Hygiene;5892340;AndrÃ©s;García;Cruz;americanexpress;374288697303567;12.85;2;14.49
04/12/2021 02:09;Moonfils Choco Cream (Bauli);Beverages;4983721;Ana María;Castillo;Jimenez;americanexpress;374283098605496;2.73;3;3.79
04/12/2021 04:05;Moong Dal (Tasties);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;visa;4041595854084;4;3;4.89
04/12/2021 05:23;Chat Masala (bb Royal);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;americanexpress;374283881917934;4.99;1;5.59
04/12/2021 06:05;Daily Fresh Dahi (Britannia);Bakery, Cakes & Dairy;5839204;Fernando;Reyes;Rojas;mastercard;5048371235976400;19.67;2;21.39
04/12/2021 06:23;Moonfils Orange (Bauli);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374283789062999;17.91;1;19.39
04/12/2021 09:45;Masala Oats - Pongal Surprise (Saffola);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;americanexpress;374288106499030;13.6;2;14.79
04/12/2021 13:35;Spring Onion (Fresho);Cleaning & Household;5492830;Valentina;Medina;Salinas;americanexpress;374283810378752;8.4;1;9.39
04/12/2021 16:21;Masala Oats - Chinese (Saffola);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;visa;4041594733560;12.53;1;14.19
04/12/2021 16:40;Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5108757318084600;16.85;1;18.19
04/12/2021 19:43;Masala Oats - Pongal Surprise (Saffola);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;;67594359907303900;4.58;2;4.99
04/12/2021 20:57;Baby Corn - Unpeeled (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;mastercard;5108750268775680;1.68;2;1.89
05/12/2021 00:47;Treat Croissant - Vanilla Creme Roll, 100% Veg (Britannia);Bakery, Cakes & Dairy;4649382;Sofía;Delgado;Muños;americanexpress;374288956798549;0.09;1;1.09
05/12/2021 02:05;Juice - Orange (B Natural);Beverages;4792351;Laura;Fernández;López;americanexpress;374288333124658;12.94;5;14.59
05/12/2021 02:53;Fresh Tomato Ketchup (Kissan);Gourmet & World Food;4958723;Gabriela;Morales;Paredes;mastercard;5048376917161160;12.66;1;14.29
05/12/2021 04:21;Corn Rings - Tangy Tomato (Crax);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5108751846537000;0.34;2;1.29
05/12/2021 04:40;Biscuits - Googly (Bisk Farm);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;mastercard;5108752892848770;0.98;3;1.59
05/12/2021 06:56;Skin Lightening Oxygen Bleach - Rich Fairness (Olivia);Beauty & Hygiene;5839204;Fernando;Reyes;Rojas;visa;4041590424401670;5.75;2;6.89
05/12/2021 07:43;Pineapple Cake (Britannia);Bakery, Cakes & Dairy;4958723;Gabriela;Morales;Paredes;visa;4041590716633190;15.16;1;16.79
05/12/2021 10:40;Radish - Organically Grown (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;americanexpress;374283582994513;2.92;2;4.09
05/12/2021 11:01;Bleaching Powder - Strong (Zermisol);Beverages;5283745;Luis;Torres;González;americanexpress;374283101710549;7.42;1;8.29
05/12/2021 14:53;Crayons - Wax Colour, 75X8mm (Classmate);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;americanexpress;374288140257634;18.12;3;19.79
05/12/2021 21:54;Glare Mech Pencil (Nataraj);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;visa;4041591332648;10.88;5;11.59
06/12/2021 00:05;Pav Bhaji Masala (bb Royal);Fruits & Vegetables;5038271;Paula;Rojas;Estrada;mastercard;5108755709781330;11.41;4;12.39
06/12/2021 04:21;7 O Click - Permasharp Stainless Blade (Gillette);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374283234559631;15.32;3;17.09
06/12/2021 04:36;Beans - Cluster (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;mastercard;5048376389050530;2.03;1;2.59
06/12/2021 05:52;Mixed Fruit Jam (Kissan);Gourmet & World Food;4649382;Sofía;Delgado;Muños;visa;4041594331043;2.32;3;3.19
06/12/2021 09:15;Brinjal - Varikatri, Organically Grown (Fresho);Beverages;5620938;Diego;Herrera;Romero;americanexpress;374283244448981;2.82;2;3.99
06/12/2021 09:45;Arai Keerai (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;visa;4041595754839;12.02;4;13.49
06/12/2021 11:10;Masala Oats - Peppy Tomato (Saffola);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;;6759565860429000000;13.36;3;14.79
06/12/2021 11:35;Fulltoss Thai Sriracha (Parle);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;mastercard;5048376188511950;17.79;2;19.19
06/12/2021 11:49;Bitter Gourd - Organically Grown (Fresho);Foodgrains, Oil & Masala;5892340;AndrÃ©s;García;Cruz;mastercard;5048372601116030;2.11;1;2.79
06/12/2021 12:48;Bath Soap - Fruity Orange Flavour (Harmony);Beauty & Hygiene;4958723;Gabriela;Morales;Paredes;visa;4041590027436270;5.45;1;6.39
06/12/2021 14:24;Paneer Chilli Masala (Ching'S Secret);Foodgrains, Oil & Masala;4983721;Ana María;Castillo;Jimenez;mastercard;5048371198482660;8.82;1;10.09
06/12/2021 16:11;Hommade - Imli Sauce (Saunth) (Dabur);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;visa;4041591260872;8.85;2;10.19
06/12/2021 17:53;Ginger - Organically Grown (Fresho);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;mastercard;5048378101351930;5.52;1;6.59
06/12/2021 18:03;Shots (Cadbury Dairy Milk);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;americanexpress;374288111991229;9.91;1;11.29
06/12/2021 18:12;Utensil Scrubber - Green (Milton - Spotzero);Beauty & Hygiene;5283745;Luis;Torres;González;mastercard;5108756495653910;0.81;3;1.59
06/12/2021 18:50;Secret Red Chilli Sauce (Chings);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5048375955818270;9.21;1;10.69
06/12/2021 22:29;Paste - Ginger Garlic (Eastern);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;mastercard;5108755308760770;10.3;1;11.49
06/12/2021 23:54;Toothbrush - Junior (Patanjali);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;visa;4041593001936;2.08;1;2.69
07/12/2021 00:27;Pineapple Drink (Ala Fresh);Gourmet & World Food;5839204;Fernando;Reyes;Rojas;americanexpress;374283602236796;7.63;5;8.29
07/12/2021 00:46;Gel Pen - Black, Octane (Classmate);Snacks & Branded Foods;4792351;Laura;Fernández;López;americanexpress;374288691473879;18.98;2;20.99
07/12/2021 00:58;Dream Cream - Choco Vanilla Biscuits (Sunfeast);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;mastercard;5048375620456240;8.33;4;9.29
07/12/2021 03:31;Baby Corn - Unpeeled (Fresho);Gourmet & World Food;5839204;Fernando;Reyes;Rojas;americanexpress;374288242694833;16.61;2;18.09
07/12/2021 03:59;Mustard/Sasive/Rai - Small (bb Popular);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;visa;4041592930284900;16.08;2;17.89
07/12/2021 04:39;Anti Bacteria Fabric Stiffener - Instant Starch (Revive);Beverages;5839204;Fernando;Reyes;Rojas;visa;4041592856421;15.75;2;17.59
07/12/2021 06:26;Hide & Seek Caffe Mocha Cookies (Parle);Snacks & Branded Foods;5283745;Luis;Torres;González;;201445266618606;7.38;2;8.29
07/12/2021 07:54;Chikki, Peanut Bar (Paper Boat);Fruits & Vegetables;5038271;Paula;Rojas;Estrada;visa;4041591813439520;5.84;5;7.09
07/12/2021 09:09;Instant Mixed Vegetable Cup-A-Soup (Knorr);Snacks & Branded Foods;4649382;Sofía;Delgado;Muños;;4844218839728280;2.03;2;2.59
07/12/2021 09:16;Instant Creamy Cup-a-Soup - Spinach (Keya);Foodgrains, Oil & Masala;5038271;Paula;Rojas;Estrada;americanexpress;374283691334742;17.82;1;19.29
07/12/2021 09:55;Dream Cream Biscuits - Butterscotch Zing (Sunfeast);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;visa;4041593374858200;12.82;1;14.49
07/12/2021 10:15;Crayons - Wax Colour, 75X8mm (Classmate);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5108753141464720;18.12;2;19.79
07/12/2021 10:22;Masala Oats - Peppy Tomato (Saffola);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;mastercard;5048373396177920;6.76;1;7.99
07/12/2021 11:57;Salt/Uppu - Crystal (Akar);Kitchen, Garden & Pets;5839204;Fernando;Reyes;Rojas;americanexpress;374283378112262;8.08;1;8.79
07/12/2021 12:14;Sambhar Onion (Small Onion) (Fresho);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;mastercard;5108758483318070;13.67;1;14.89
07/12/2021 15:33;Sanitary Pads (Comfy Snug Fit);Fruits & Vegetables;4763921;Juan;Pérez;Sosa;visa;4041597316292850;1.5;1;1.69
07/12/2021 17:23;Banana - Raw, Organically Grown (Fresho);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;mastercard;5108757503054820;12.94;5;14.59
07/12/2021 23:08;Soya Chunks (Nutrela);Foodgrains, Oil & Masala;4958723;Gabriela;Morales;Paredes;visa;4041597609238470;15.79;2;17.59
08/12/2021 00:04;Mad Angles Achari Masti (Bingo);Snacks & Branded Foods;4958723;Gabriela;Morales;Paredes;americanexpress;374288857978968;6.06;2;7.39
08/12/2021 01:59;Sugarcane - Diced (Fresho);Fruits & Vegetables;4649382;Sofía;Delgado;Muños;americanexpress;374288006269988;4.3;3;4.99
08/12/2021 04:25;Instant Noodle - Special Chicken Flavour (Indomie);Fruits & Vegetables;5839204;Fernando;Reyes;Rojas;visa;4041597517544710;2.55;1;3.59
08/12/2021 06:25;Treat Stars - Creme & White Choco Duo Cream Biscuits (Britannia);Snacks & Branded Foods;4983721;Ana María;Castillo;Jimenez;visa;4041597880832900;14.22;2;15.09
08/12/2021 06:45;Soft  Drink (Thums Up);Beverages;4983721;Ana María;Castillo;Jimenez;americanexpress;374283775571763;7.44;4;8.29
08/12/2021 07:28;Khatta Meetha Poha (MOM);Snacks & Branded Foods;4763921;Juan;Pérez;Sosa;visa;4041597643733;18.72;4;20.69
08/12/2021 07:59;Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios);Snacks & Branded Foods;5839204;Fernando;Reyes;Rojas;americanexpress;374283265436840;16.85;5;18.19
08/12/2021 12:17;Tomato - Local (Fresho);Snacks & Branded Foods;5892340;AndrÃ©s;García;Cruz;;6304038871996010;18.52;3;20.39
08/12/2021 14:00;Instant Noodle - Chicken Flavour (Indomie);Gourmet & World Food;4983721;Ana María;Castillo;Jimenez;americanexpress;374283070637426;4.18;1;4.89
08/12/2021 14:07;Fragrance of Temple Gold Tradition (Mangaldeep);Cleaning & Household;4983721;Ana María;Castillo;Jimenez;mastercard;5048374141473450;0.62;3;1.49
